407	43
408	561
410	646
411	97
412	421
413	541
414	616
415	616
416	435
417	561
419	616
420	438
297	524
421	640
422	633
423	117
424	421
425	561
427	118
428	19
429	438
430	641
431	622
432	620
433	409
434	495
439	29
440	616
441	505
442	370
442	450
443	259
444	409
445	409
446	401
447	374
448	383
449	504
451	565
452	420
453	669
455	70
456	71
457	608
458	561
459	519
461	632
462	541
463	296
464	296
465	494
466	565
467	25
467	650
468	346
469	409
471	485
472	532
473	590
474	416
475	581
476	409
477	561
478	399
479	636
481	357
482	539
483	539
484	81
485	241
486	383
487	579
488	579
489	529
490	107
491	519
492	586
494	567
495	419
496	220
497	564
498	252
498	421
499	561
500	495
501	558
305	406
502	633
504	553
505	140
506	535
508	519
509	586
510	256
511	599
512	504
514	483
515	553
516	553
282	365
517	561
518	495
519	349
520	406
521	519
523	343
524	343
525	392
526	350
527	455
527	289
528	599
529	495
530	469
532	597
533	320
534	519
535	483
536	616
537	409
539	355
540	355
541	406
542	325
542	327
543	366
544	366
545	595
546	512
547	565
549	653
550	653
551	549
552	122
553	561
554	469
555	45
556	661
558	647
559	248
560	307
561	89
562	372
563	372
564	476
565	150
565	136
566	508
567	565
569	565
570	53
571	372
572	372
573	653
573	543
574	114
575	101
576	144
578	423
579	626
580	626
581	600
582	517
583	480
584	366
585	504
586	498
587	299
589	489
590	489
592	561
593	666
594	92
595	561
596	605
597	519
598	495
600	550
601	665
602	387
603	565
604	565
605	495
606	374
607	519
609	103
610	106
612	136
613	483
614	519
616	666
617	666
619	147
619	366
620	519
621	576
623	548
624	560
627	586
628	586
629	478
630	469
631	586
632	91
634	653
635	625
636	85
636	301
638	241
639	112
640	565
641	471
642	519
644	483
645	124
646	586
648	46
649	655
650	401
651	655
652	409
653	608
655	644
656	376
659	599
660	495
661	599
662	476
663	406
664	66
665	561
666	502
668	489
671	495
672	145
673	545
674	491
675	522
676	408
678	593
679	477
680	657
681	447
681	316
682	430
682	389
683	495
684	608
685	586
686	483
687	608
689	616
689	543
691	691
692	682
693	491
694	633
695	263
696	519
697	469
699	338
700	616
701	608
702	329
703	574
704	258
705	473
706	469
707	495
708	608
710	665
711	420
712	420
714	457
715	499
716	565
717	499
718	586
719	662
721	468
722	565
723	407
724	637
725	633
726	262
727	511
728	612
729	486
731	524
732	433
734	515
735	312
736	524
737	240
738	240
739	471
740	636
740	491
741	465
741	570
743	608
743	543
744	665
746	492
747	483
748	565
