287	4
288	6
289	6
290	1
291	1
292	3
293	4
294	4
295	4
296	6
297	6
298	6
299	1
300	3
301	4
302	5
303	6
304	6
305	1
306	3
307	4
308	4
309	4
310	5
311	6
312	6
313	6
314	1
315	3
316	4
317	4
318	5
319	6
320	6
321	1
322	3
323	4
324	4
325	5
326	6
327	1
328	3
329	4
330	5
331	6
332	6
333	1
334	1
335	3
336	4
337	4
338	4
277	5
339	6
340	1
341	1
342	3
343	4
344	4
345	4
89	5
346	5
347	6
348	6
349	6
350	1
351	3
352	4
353	4
354	5
355	6
356	6
357	6
358	1
359	3
360	4
361	4
362	4
363	5
364	6
365	6
366	6
367	1
368	3
369	3
370	4
371	4
372	6
373	1
374	1
375	1
376	3
377	4
378	4
379	4
380	6
381	1
382	3
383	4
384	4
385	4
386	5
387	6
388	1
389	1
390	2
391	2
392	3
393	4
394	4
395	4
396	5
397	6
398	1
399	2
400	3
401	4
402	4
403	4
404	5
405	6
406	6
407	1
408	2
409	3
410	4
411	5
412	6
413	1
414	1
415	1
416	2
417	2
418	3
419	4
420	4
297	6
421	6
422	6
423	1
424	1
425	2
426	3
427	4
428	4
429	4
430	5
431	6
432	6
433	6
434	1
435	2
436	2
437	3
438	3
439	4
440	4
441	4
442	5
443	5
444	6
445	6
446	1
447	1
448	2
449	2
450	3
451	4
452	4
453	4
454	5
455	6
456	6
457	6
458	1
459	2
460	3
461	4
462	4
463	5
464	5
465	6
466	6
467	1
468	2
469	2
470	3
471	4
472	4
473	4
474	5
475	6
476	6
477	6
478	1
479	2
480	3
481	4
482	4
483	4
484	5
485	5
486	6
487	6
488	6
489	1
490	1
491	2
492	2
493	3
494	4
495	4
496	5
497	6
498	6
499	6
500	1
501	1
305	1
502	2
503	3
504	4
505	4
506	4
507	5
508	6
509	6
510	1
511	1
512	2
513	3
514	4
515	4
516	4
282	5
517	6
518	6
519	6
520	1
521	2
522	3
523	4
524	4
525	4
526	5
527	5
528	6
529	1
530	2
531	3
532	4
533	5
534	6
535	6
536	1
537	2
538	3
539	4
540	4
541	4
542	5
543	6
544	6
545	1
546	1
547	2
548	3
549	4
550	4
551	5
552	6
553	1
554	1
555	1
556	2
557	3
558	4
559	4
560	5
561	6
562	6
563	6
564	1
565	1
566	1
567	2
568	3
569	4
570	5
571	6
572	6
573	1
574	1
575	1
576	2
577	3
578	4
579	4
580	4
581	5
582	6
583	6
584	6
585	1
586	1
587	2
588	3
589	4
590	4
591	5
592	6
593	6
594	6
595	1
596	2
597	2
598	2
599	3
600	4
601	4
602	5
603	6
604	6
605	6
606	1
607	2
608	3
609	4
610	4
611	5
612	6
613	1
614	2
615	3
616	4
617	4
618	5
619	6
620	2
621	2
622	3
623	4
624	4
625	5
626	5
627	6
628	6
629	1
630	2
631	2
632	2
633	3
634	4
635	4
636	5
637	5
638	5
639	1
640	1
641	1
642	2
643	3
644	4
645	4
646	4
647	5
648	5
649	1
650	1
651	1
652	2
653	2
654	3
655	4
656	4
657	5
658	5
659	6
660	6
661	6
662	1
663	1
664	1
665	2
666	2
667	3
668	4
669	5
670	5
671	6
672	6
673	6
674	1
675	1
676	2
677	3
678	4
679	4
680	4
681	5
682	5
683	6
684	6
685	6
686	1
687	2
688	3
689	4
690	5
691	6
692	6
693	1
694	1
695	1
696	2
697	2
698	3
699	4
700	4
701	4
702	5
703	1
704	1
705	1
706	2
707	2
708	2
709	3
710	4
711	4
712	4
713	5
714	5
715	6
716	6
717	6
718	2
719	2
720	3
721	4
722	4
723	4
724	5
725	6
726	6
727	6
728	2
729	2
730	3
731	4
732	4
733	5
734	6
735	6
736	6
737	1
738	1
739	1
740	2
741	2
742	3
743	4
744	4
745	5
746	6
747	6
748	6
