1	53
2	17
3	18
4	45
5	17
6	18
7	18
8	18
9	49
10	45
11	45
12	53
13	53
14	44
15	34
16	12
17	49
18	17
19	17
20	17
21	49
22	17
23	43
24	39
25	4
26	49
27	18
28	37
29	18
30	3
31	18
32	17
33	28
34	28
35	43
36	50
37	49
38	18
39	49
40	17
41	28
42	17
43	50
44	49
44	32
45	18
46	39
47	18
48	44
49	12
50	17
51	18
52	44
53	45
54	4
55	17
56	28
57	18
58	18
59	18
60	18
61	45
62	53
20	17
63	4
64	44
65	53
66	3
67	18
68	17
69	17
70	18
71	17
72	50
73	44
74	45
75	24
76	17
77	4
78	53
79	50
80	3
81	18
82	18
83	17
84	49
85	49
86	44
87	12
88	12
89	45
90	49
91	18
92	18
93	45
94	4
95	50
96	18
97	18
98	34
99	12
100	17
101	45
102	49
103	17
104	44
105	34
106	18
106	45
107	49
108	43
109	49
110	18
111	34
112	12
113	3
114	26
115	6
116	6
117	50
118	37
119	53
120	44
121	18
122	49
123	49
124	50
125	18
126	18
127	44
128	28
129	12
130	17
131	18
132	17
133	18
134	17
135	3
136	17
137	18
138	50
139	49
140	18
141	34
142	17
143	49
144	49
145	44
146	18
147	53
148	49
149	50
150	17
151	18
152	50
153	3
154	44
155	24
156	18
157	18
158	44
159	18
160	50
161	50
162	50
163	49
164	49
165	49
166	18
167	52
168	50
169	49
170	3
171	49
172	50
173	28
174	50
175	50
176	50
177	49
178	17
179	17
180	18
181	18
182	49
183	53
184	50
185	49
186	3
187	1
188	3
189	50
190	49
191	45
192	17
193	22
194	49
195	50
196	49
197	18
198	50
199	4
200	45
201	28
202	18
203	45
204	16
205	18
206	50
207	22
208	12
209	50
210	50
211	18
212	12
213	50
214	50
89	45
215	50
216	16
217	7
218	49
219	49
220	2
221	50
222	3
223	50
224	50
225	50
226	45
227	50
228	50
229	50
230	50
231	49
232	17
233	50
234	50
235	1
236	49
237	50
238	49
239	44
240	49
241	45
242	49
243	50
244	50
245	45
246	38
247	49
248	29
249	15
250	15
251	49
252	50
253	45
254	50
255	50
256	49
257	50
258	50
259	44
260	48
261	17
262	49
263	26
264	49
265	49
266	17
267	50
268	17
269	50
270	50
271	15
272	49
273	49
274	50
275	50
276	53
277	50
278	50
279	50
280	50
281	50
282	45
283	49
284	15
285	50
286	23
287	44
288	50
289	50
290	49
291	47
292	43
293	50
294	15
295	50
296	50
297	50
298	50
299	49
300	17
301	28
302	6
303	8
304	8
305	49
306	47
307	50
308	50
309	50
310	4
311	47
312	47
313	47
314	11
315	28
316	50
317	50
318	49
319	50
320	50
321	50
322	17
323	2
324	49
325	41
326	50
327	50
328	51
329	50
330	44
331	50
332	15
333	49
334	49
335	50
336	49
337	50
338	49
338	32
277	50
339	47
340	15
341	28
342	20
343	2
344	49
345	49
89	45
346	45
347	50
348	50
349	15
350	49
351	17
352	50
353	15
354	50
355	50
356	47
357	47
358	50
359	47
360	17
361	17
362	17
363	50
364	29
365	50
366	50
367	50
368	27
369	44
370	50
371	50
372	17
373	15
374	49
375	49
376	21
377	44
378	50
379	50
380	50
381	50
382	29
383	50
384	50
385	50
386	17
387	50
388	49
389	34
390	34
391	53
392	26
393	50
394	50
395	50
396	45
397	50
398	1
399	50
400	47
401	49
402	44
403	50
404	50
405	44
406	17
407	6
408	50
409	7
410	50
411	15
412	49
413	50
414	50
415	50
416	49
417	50
418	15
419	50
420	49
297	50
421	50
422	50
423	15
424	49
425	50
426	2
427	15
428	3
429	49
430	50
431	29
432	50
433	49
434	50
435	44
436	49
437	44
438	44
439	4
440	4
441	50
442	26
443	29
444	49
445	49
446	2
446	49
447	45
448	47
449	50
450	28
451	50
452	50
453	50
454	47
455	12
456	12
457	50
458	50
459	50
460	50
461	50
462	50
463	49
464	49
465	50
466	50
467	4
468	44
469	49
470	43
471	50
472	50
473	50
474	49
475	50
476	49
477	50
478	49
479	50
480	50
481	45
482	50
483	50
484	14
485	27
486	47
487	50
488	50
489	50
490	15
491	50
492	49
493	20
494	50
495	49
496	24
497	50
498	35
499	50
500	50
501	50
305	49
502	50
503	37
503	50
504	50
505	17
506	50
507	1
508	50
509	50
510	29
511	50
512	50
513	49
514	50
515	50
516	44
282	45
517	50
518	50
519	44
520	49
521	50
522	9
523	44
524	44
525	49
526	44
527	31
528	50
529	50
530	50
531	49
532	50
533	37
534	50
535	50
536	50
537	49
538	11
539	12
540	15
541	1
541	49
542	41
543	28
544	53
545	50
546	50
547	50
548	17
549	50
550	50
551	50
552	15
553	50
554	50
555	6
556	50
557	33
558	50
559	28
559	50
560	50
561	15
562	15
563	45
564	50
565	17
566	50
567	50
568	50
569	29
570	10
571	15
572	45
573	15
574	15
575	15
576	17
577	14
578	49
579	50
580	50
581	50
582	50
583	50
584	50
585	6
585	50
586	50
587	34
588	43
589	50
590	50
591	46
592	50
593	50
594	15
595	50
596	50
597	50
598	50
599	31
600	50
601	50
602	47
603	50
604	50
605	6
606	45
607	49
608	41
609	15
610	15
611	5
612	17
613	50
614	50
615	40
616	45
616	50
617	50
618	21
619	17
620	50
621	50
622	50
623	49
624	50
625	41
626	41
627	50
628	50
629	50
630	50
631	50
632	15
633	29
634	50
635	50
636	36
637	27
638	27
639	53
640	50
641	50
642	50
643	26
644	50
645	15
646	50
647	49
648	6
649	50
650	49
651	50
652	49
653	50
654	37
655	2
656	45
657	13
658	13
659	50
660	50
661	50
662	50
663	49
664	12
665	50
666	50
667	28
668	50
669	50
670	50
671	50
672	17
673	50
674	50
675	49
676	24
677	38
678	50
679	50
680	50
681	49
682	49
683	50
684	15
685	50
686	14
686	50
687	6
688	15
689	50
690	4
691	53
692	53
693	50
694	50
694	32
695	29
696	50
697	50
698	17
699	44
700	50
701	50
702	42
703	50
704	29
705	50
706	50
707	50
708	50
709	49
710	50
711	49
712	49
713	50
714	19
715	50
716	15
717	50
718	50
718	27
719	50
720	22
721	49
722	50
723	49
724	50
725	50
726	29
727	50
728	50
729	49
730	41
731	50
732	49
733	25
734	50
734	39
735	39
736	49
736	50
737	27
738	27
739	50
740	34
741	50
742	3
743	50
744	50
745	30
746	50
747	50
748	50
