89	1917 1910s peace International Committee of the Red Cross Comité international de la Croix Rouge (International Committee of the Red Cross) http://nobelprize.org/peace/laureates/1917/red-cross.jpg Switzerland Geneva Switzerland http://nobelprize.org/peace/laureates/1917/red-cross-history.html 1944 1940s peace International Committee of the Red Cross Comité international de la Croix Rouge (International Committee of the Red Cross) http://nobelprize.org/peace/laureates/1944/red-cross.jpg Switzerland Geneva Switzerland http://nobelprize.org/peace/laureates/1944/red-cross-history.html http://nobelprize.org/peace/laureates/1944/red-cross-lecture.html 1963 1960s peace International Committee of the Red Cross Comité international de la Croix Rouge (International Committee of the Red Cross) http://nobelprize.org/peace/laureates/1963/red-cross.jpg Switzerland Geneva Switzerland http://nobelprize.org/peace/laureates/1963/red-cross-history.html http://nobelprize.org/peace/laureates/1963/red-cross-lecture.html
90	1917 1910s physics Charles Glover Barkla Charles Glover Barkla male http://nobelprize.org/physics/laureates/1917/barkla.jpg United Kingdom Edinburgh University Edinburgh United Kingdom 1877 1944 http://nobelprize.org/physics/laureates/1917/barkla-bio.html http://nobelprize.org/physics/laureates/1917/barkla-lecture.html
91	1918 1910s chemistry Fritz Haber Fritz Haber male http://nobelprize.org/chemistry/laureates/1918/haber.jpg Germany Kaiser-Wilhelm-Institut für physikalische Chemie und Electrochemie Berlin-Dahlem Germany 1868 1934 http://nobelprize.org/chemistry/laureates/1918/haber-bio.html http://nobelprize.org/chemistry/laureates/1918/haber-lecture.html
92	1918 1910s physics Max Planck Max Karl Ernst Ludwig Planck male http://nobelprize.org/physics/laureates/1918/planck.jpg Germany Berlin University Berlin Germany 1858 1947 http://nobelprize.org/physics/laureates/1918/planck-bio.html http://nobelprize.org/physics/laureates/1918/planck-lecture.html
93	1919 1910s literature Carl Spitteler Carl Friedrich Georg Spitteler male http://nobelprize.org/literature/laureates/1919/spitteler.jpg Switzerland 1845 1924 http://nobelprize.org/literature/laureates/1919/spitteler-autobio.html
94	1919 1910s medicine Jules Bordet Jules Bordet male http://nobelprize.org/medicine/laureates/1919/bordet.jpg Belgium Brussels University Brussels Belgium 1870 1961 http://nobelprize.org/medicine/laureates/1919/bordet-bio.html
95	1919 1910s peace Woodrow Wilson Thomas Woodrow Wilson male http://nobelprize.org/peace/laureates/1919/wilson.jpg United States of America President United States of America Founder League of Nations 1856 1924 http://nobelprize.org/peace/laureates/1919/wilson-bio.html
96	1919 1910s physics Johannes Stark Johannes Stark male http://nobelprize.org/physics/laureates/1919/stark.jpg Germany Greifswald University Greifswald Germany 1874 1957 http://nobelprize.org/physics/laureates/1919/stark-bio.html http://nobelprize.org/physics/laureates/1919/stark-lecture.html
97	1920 1920s chemistry Walther Nernst Walther Hermann Nernst male http://nobelprize.org/chemistry/laureates/1920/nernst.jpg Germany Berlin University Berlin Germany 1864 1941 http://nobelprize.org/chemistry/laureates/1920/nernst-bio.html http://nobelprize.org/chemistry/laureates/1920/nernst-lecture.html
98	1920 1920s literature Knut Hamsun Knut Pedersen Hamsun male http://nobelprize.org/literature/laureates/1920/hamsun.jpg Norway 1859 1952 http://nobelprize.org/literature/laureates/1920/hamsun-bio.html
