1	2
2	2
3	2
4	2
5	2
6	2
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	4
15	4
16	4
17	4
18	4
19	4
20	4
21	5
22	5
23	5
24	5
25	5
26	5
27	6
28	6
29	6
30	6
31	6
32	7
33	7
34	7
35	7
36	7
37	7
38	8
39	8
40	8
41	8
42	8
43	8
44	9
45	9
46	9
47	9
48	9
49	9
50	9
51	10
52	10
53	10
54	10
55	10
56	10
57	10
58	12
59	12
60	12
61	12
62	12
20	13
63	13
64	13
65	13
66	13
67	13
68	14
69	14
70	14
71	14
72	14
73	14
74	15
75	15
76	15
77	15
78	15
79	16
80	16
81	16
82	17
83	17
84	17
85	17
86	18
87	19
88	19
89	19
90	19
91	20
92	20
93	21
94	21
95	21
96	21
97	23
98	23
99	23
100	23
101	23
102	24
103	24
104	24
105	24
106	24
107	25
108	25
109	25
110	25
111	25
112	25
113	26
114	26
115	26
116	26
117	26
118	27
119	27
120	27
121	28
122	28
123	28
124	28
125	28
126	28
127	29
128	29
129	29
130	29
131	29
132	29
133	30
134	30
135	30
136	30
137	30
138	30
139	30
140	31
141	31
142	31
143	31
144	32
145	32
146	32
147	32
148	32
149	32
150	32
151	34
152	34
153	34
154	34
155	34
156	35
157	35
158	35
159	35
160	35
161	35
162	36
163	36
164	36
165	36
166	36
167	37
168	37
169	37
170	37
171	37
172	38
173	38
174	38
175	38
176	38
177	38
178	39
179	39
180	39
181	39
182	39
183	40
184	40
185	40
186	40
187	40
188	40
189	40
190	41
191	41
192	41
193	41
194	41
195	41
196	41
197	42
198	42
199	42
200	42
201	42
202	43
203	43
204	43
205	43
206	43
207	45
208	45
209	45
210	45
211	46
212	46
213	46
214	46
89	46
215	46
216	47
217	47
218	47
219	47
220	47
221	47
222	47
223	48
224	48
225	48
226	48
227	48
228	48
229	48
230	48
231	49
232	49
233	49
234	49
235	49
236	49
237	49
238	49
239	50
240	50
241	50
242	50
243	51
244	51
245	51
246	51
247	51
248	51
249	53
250	53
251	53
252	53
253	53
254	53
255	53
256	53
257	54
258	54
259	54
260	54
261	54
262	54
263	54
264	55
265	55
266	55
267	55
